genus	WGS_kraken2_kraken2_standard_ONT_ZMB1	WGS_kraken2_kraken2_standard_NovaSeq_ZMB1	WGS_kraken2_kraken2_standard_MySeq_ZHMW4	WGS_kraken2_kraken2_standard_MySeq_ZHMW3	WGS_kraken2_kraken2_standard_MySeq_ZHMW2	WGS_kraken2_kraken2_standard_MySeq_ZHMW1	WGS_kraken2_kraken2_standard_MySeq_Q4	WGS_kraken2_kraken2_standard_MySeq_Q3	WGS_kraken2_kraken2_standard_MySeq_Q2	WGS_kraken2_kraken2_standard_MySeq_Q1	WGS_kraken2_kraken2_standard_MySeq_MN4	WGS_kraken2_kraken2_standard_MySeq_MN3	WGS_kraken2_kraken2_standard_MySeq_MN2	WGS_kraken2_kraken2_standard_MySeq_MN1	WGS_kraken2_kraken2_standard_MySeq_I4	WGS_kraken2_kraken2_standard_MySeq_I3	WGS_kraken2_kraken2_standard_MySeq_I2	WGS_kraken2_kraken2_standard_MySeq_I1
Candidatus_Prometheoarchaeum	32	2	0	1	0	0	2	0	0	4	1	0	0	3	1	2	5	2
Candidatus_Promineifilum	8	12	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Candidatus_Pseudothioglobus	8	85	0	2	1	0	1	4	1	4	0	0	1	5	0	0	3	0
Candidatus_Ruthturnera	1	1	1	2	0	1	1	1	2	5	0	0	0	0	0	0	0	1
Candidatus_Sneabacter	3	16	0	0	2	0	0	0	0	0	0	1	1	1	0	1	0	0
Candidatus_Sulfidibacterium	3	7	2	3	0	3	0	1	0	0	0	0	2	6	2	2	2	1
Candidatus_Thioglobus	8	4	1	1	0	1	1	3	4	1	1	0	3	2	0	0	1	1
Candidatus_Uabimicrobium	11	19	1	1	0	1	1	0	1	1	1	1	2	3	3	1	2	3
Candidatus_Vesicomyosocius	18	9	0	1	2	0	0	0	1	5	1	3	4	0	0	3	6	3
Capillimicrobium	19	7	21	0	0	0	0	0	0	0	1	6	2	2	1	1	5	1
Capnocytophaga	65	105	22	15	18	8	19	20	22	14	13	16	35	42	28	22	73	29
Caproicibacter	135	114	20	25	29	19	8	6	4	5	22	17	44	55	22	19	52	21
Caproicibacterium	716	778	125	134	138	150	29	19	11	14	113	100	195	337	128	125	364	138
Caproiciproducens	441	533	55	48	66	64	4	5	2	4	72	69	99	179	69	75	170	87
Capsulimonas	16	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Carboxydocella	35	101	8	13	13	23	1	2	0	1	11	22	15	26	8	19	45	17
Carboxydothermus	30	16	2	7	4	13	1	1	0	2	13	4	19	23	13	13	27	9
Carboxylicivirga	43	54	6	8	11	11	19	31	21	28	2	12	16	16	12	21	42	13
Cardinium	2	0	3	11	6	4	1	2	0	0	3	0	3	4	3	2	8	4
Cardiobacterium	21	122	5	7	6	16	1	3	1	2	8	13	17	32	5	11	30	11
Carnobacterium	258	202	30	26	28	34	11	23	23	16	43	47	55	93	47	46	118	55
Castellaniella	4	25	1	0	2	1	0	1	0	3	0	0	0	2	0	0	0	0
Catalinimonas	23	43	8	6	4	12	3	2	0	4	8	6	15	28	11	12	27	12
Catellatospora	16	39	5	2	1	3	0	0	0	0	2	2	0	0	1	2	5	2
Catenibacterium	271	756	4924	10002	4918	6181	9091	3121	2088	6534	22125	21105	34232	74852	46900	29276	95703	60091
Catenovulum	24	15	0	1	2	7	1	2	1	1	2	1	0	2	4	3	1	4
Catenulispora	2	7	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0
Caulifigura	5	9	4	1	1	0	0	0	0	0	0	0	2	9	1	1	3	0
Caulobacter	87	99	15	21	17	17	2	0	1	3	8	11	16	32	11	10	24	8
Cedecea	34	63	8	8	10	14	5	4	4	4	10	4	16	22	9	4	24	10
Celeribacter	26	26	1	0	0	0	2	0	0	0	0	1	1	3	0	0	2	0
Celerinatantimonas	18	11	0	1	1	1	2	1	2	1	0	3	6	4	2	1	5	5
Cellulomonas	101	738	63	39	43	56	3	3	7	1	49	77	64	168	31	46	123	44
Cellulophaga	57	73	8	18	5	6	8	13	12	10	7	5	12	20	13	13	11	4
Cellulosilyticum	171	246	34	27	64	77	2	3	3	1	40	46	76	95	46	52	103	61
Cellulosimicrobium	27	198	13	19	18	12	1	0	1	0	18	19	25	62	10	19	42	24
Cellvibrio	50	77	7	8	18	8	0	3	0	1	7	4	12	34	6	13	22	9
Cereibacter	14	87	5	4	2	2	2	3	3	7	6	3	6	15	2	2	7	4
Cervidpoxvirus	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetobacterium	350	865	44	141	109	103	428	768	552	654	71	108	240	166	132	160	493	119
Chakrabartyella	330	381	23	29	31	22	11	13	9	11	31	34	50	69	35	29	90	41
Chamaesiphon	2	3	0	0	0	4	6	3	2	3	0	0	1	0	3	1	2	2
Changchengzhania	2	3	0	0	0	0	1	1	1	5	0	0	2	0	1	0	2	0
Changpingibacter	10	21	1	0	0	0	0	0	0	0	0	1	0	8	3	2	1	1
Chania	4	12	1	4	1	1	0	0	0	0	0	1	1	3	2	0	7	4
Chazhemtobacterium	2	3	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0
Chelativorans	1	6	2	1	3	0	0	0	0	0	0	1	1	1	1	1	0	4
Chelatococcus	3	6	5	1	2	1	1	0	0	0	0	5	1	0	1	0	1	1
Chenggangzhangella	4	4	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Chimaeribacter	7	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Chitinibacter	22	23	4	6	1	8	1	2	2	7	1	2	2	7	4	2	2	1
Chitinimonas	13	20	5	0	4	4	1	4	2	3	3	6	7	8	4	4	14	6
Chitiniphilus	7	35	1	5	4	4	0	1	0	0	3	1	3	6	3	4	3	1
Chitinolyticbacter	8	9	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0
Chitinophaga	90	168	14	17	27	39	15	29	25	26	16	16	28	42	8	19	33	23
Chlamydia	24	21	6	3	5	4	0	0	3	0	8	3	8	15	5	11	11	10
Chloracidobacterium	13	12	0	1	4	0	2	0	0	1	0	1	2	1	0	1	2	0
Chlorobaculum	9	18	0	1	0	0	2	3	3	4	0	0	1	3	0	1	2	1
Chlorobium	14	19	0	1	1	0	1	0	0	0	1	1	2	3	1	2	2	1
Chloroflexus	1	2	1	1	1	0	2	1	2	1	2	2	2	5	4	1	3	1
Chondrinema	21	12	4	3	4	4	7	6	3	8	4	4	9	9	6	8	13	6
Chondromyces	30	183	8	12	22	19	2	1	0	0	12	9	19	32	9	9	31	3
Chordicoccus	436	519	71	77	103	110	7	5	2	2	60	51	133	177	56	49	150	77
Christensenella	114	175	16	15	27	21	2	1	1	2	16	14	25	34	19	15	39	16
Christiangramia	152	218	11	11	12	16	1	7	3	9	18	18	36	47	13	22	67	31
Chromobacterium	16	89	10	18	14	11	4	4	0	5	14	10	20	25	6	10	33	6
Chromohalobacter	1	3	2	1	1	1	4	1	1	1	1	2	2	5	2	2	4	1
Chroococcidiopsis	22	14	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
Chryseobacterium	961	1214	126	117	151	174	86	134	88	125	143	151	252	341	139	192	474	206
Chryseolinea	13	8	3	0	0	1	2	1	2	2	0	0	0	0	1	1	2	0
Chthonomonas	2	7	1	0	1	1	0	1	0	1	3	1	0	3	0	0	2	0
Citricoccus	20	217	5	4	9	7	1	0	1	0	10	12	8	34	11	9	17	5
Citrifermentans	21	47	2	1	2	6	0	0	0	0	0	2	3	6	2	1	5	1
Citrobacter	64	80	9	17	12	14	3	5	2	7	9	3	11	18	7	6	18	4
Claveliimonas	8661	9319	1383	1707	1706	1757	69	69	41	53	1865	1616	2833	4656	1980	2071	5241	2425
Clavibacter	43	102	1	3	1	2	0	0	0	1	3	3	1	5	1	4	6	2
Cloacibacillus	19	19	1	5	5	2	3	6	0	1	2	0	3	12	2	1	3	3
Cloacibacterium	20	80	10	10	10	27	1	2	0	2	16	20	38	31	19	21	51	25
Cloacimonas	7	19	0	3	1	1	0	0	0	1	3	2	5	5	1	2	5	3
Clostridioides	4864	10305	553	785	902	669	138	187	94	156	867	736	1340	2165	862	984	2254	1094
Clostridium	38096	108339	2329	2916	4757	3019	1105	1905	1183	1539	4534	4099	8510	9852	3787	4097	9654	4524
Cnuibacter	8	26	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
Cobetia	12	75	2	3	4	2	1	0	0	0	3	2	5	12	2	0	5	2
Cognatishimia	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohaesibacter	65	76	10	12	20	10	11	7	2	9	6	10	14	21	4	8	21	4
Cohnella	116	181	26	29	27	43	3	4	1	3	32	28	50	81	36	36	78	26
Collimonas	10	23	3	1	1	0	2	1	6	1	4	1	0	6	5	2	4	1
Collinsella	60497	373247	7738	13559	15097	17474	638	317	193	362	18636	14074	20790	66119	14639	18501	43742	18546
Colwellia	59	34	4	6	5	5	5	25	6	15	10	8	13	21	13	15	18	13
Comamonas	104	360	21	31	20	22	23	20	15	14	18	21	31	58	20	17	38	23
Commensalibacter	3	25	0	4	6	2	0	0	0	1	0	1	3	2	1	0	2	2
Companilactobacillus	139	242	20	20	18	15	24	40	28	38	26	32	53	72	37	52	103	51
Conexibacter	25	221	34	12	13	19	2	0	1	0	14	32	18	70	14	17	39	16
Congregibacter	7	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Constantimarinum	1	28	0	0	0	0	0	1	0	0	2	1	1	1	0	0	2	0
Contubernalis	7	33	4	9	6	9	1	0	1	0	10	6	11	23	6	6	15	6
Coprobacter	142	83	5	13	6	23	87	98	58	94	8	3	26	17	12	14	38	12
Coprococcus	18150	27360	1381	1642	1719	1692	275	166	63	146	2070	1881	3202	5407	2217	2329	5711	2748
Coraliomargarita	4	2	1	1	0	2	3	2	2	2	0	0	0	1	0	0	2	0
Corallococcus	20	167	3	3	4	3	0	0	0	0	5	12	7	17	8	4	11	5
Coriobacterium	853	7093	103	176	178	241	5	3	3	4	237	190	257	870	202	240	538	236
Corynebacterium	1234	6751	108	151	222	254	36	15	15	20	209	166	263	788	167	202	516	213
Costertonia	12	38	7	16	9	25	5	0	1	0	12	11	30	31	14	8	41	11
Couchioplanes	16	100	4	3	3	2	0	0	0	0	4	13	6	26	5	8	15	10
Coxiella	4	3	2	5	9	7	1	5	4	6	4	3	7	8	2	5	9	7
Crassaminicella	364	653	46	59	69	71	59	105	73	89	80	74	124	190	97	108	208	87
Crateriforma	0	4	1	0	1	0	0	1	0	0	0	0	4	1	3	2	1	1
Crenobacter	0	14	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0
Crinalium	5	0	0	0	0	1	0	0	1	0	0	2	2	8	1	5	2	3
Croceibacter	6	4	0	3	1	1	4	2	5	4	1	4	2	3	2	1	4	2
Croceibacterium	0	5	1	5	7	3	6	1	0	0	3	2	8	3	2	1	3	0
Croceicoccus	11	10	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Croceimicrobium	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0
Crocosphaera	22	70	15	13	4	12	2	1	0	1	11	19	26	34	12	14	46	13
Cronobacter	40	58	2	4	2	2	0	0	0	0	7	6	10	14	5	4	29	7
Crossiella	7	59	2	8	7	6	5	2	0	1	5	7	13	16	11	7	14	9
Cruoricaptor	2	12	0	2	1	6	0	0	0	0	0	1	3	3	1	1	1	0
Cryobacterium	16	99	6	5	4	3	0	0	1	0	2	4	3	3	3	2	8	2
Cryptobacterium	28	90	7	2	5	4	1	0	0	1	0	2	3	4	1	4	8	1
Cuniculiplasma	5	0	3	3	3	5	0	0	0	0	3	4	6	12	1	3	8	1
Cupriavidus	81	283	16	15	23	20	23	14	12	17	13	19	18	40	8	8	36	11
Curtobacterium	117	407	23	28	26	23	2	1	3	0	31	24	22	64	10	17	46	17
Curvibacter	2	6	0	0	2	1	1	4	2	4	0	0	0	3	0	1	1	1
Cutibacterium	83	192	10	9	7	29	10	5	4	8	5	6	8	13	3	5	10	11
Cyanobacterium	7	12	1	3	2	1	5	3	4	5	6	4	4	6	8	7	8	2
